hostname;interface;link_state;admin_state;vlan;ip;description
DC-WAN-RTR-01;Port-channel2.598;up;up;858;10.16.83.6;KCP MEUREUDU 3
DC-WAN-RTR-01;Port-channel2.599;up;up;688;10.34.2.10;KCP JAMBI RIMBO BUJANG 1
DC-WAN-RTR-01;Port-channel2.600;up;up;683;10.32.12.10;KCP Tanggamus
DC-WAN-RTR-01;Port-channel2.601;up;up;673;10.32.10.10;KCP Bandar Lampung Antasari
DC-WAN-RTR-01;Port-channel2.602;up;up;705;10.32.8.10;KCP INDRALAYA
DC-WAN-RTR-01;Port-channel2.603;up;up;665;10.36.10.10;KCP PALEMBANG OPI JAKABARING
DC-WAN-RTR-01;Port-channel2.604;up;up;198;;KCP MUARA BELITI
DC-WAN-RTR-01;Port-channel2.605;up;up;664;10.80.114.10;KCP Bekasi Grand Wisat
DC-WAN-RTR-01;Port-channel2.606;up;up;783;10.17.30.6;KC LANGSA DARUSSALAM
DC-WAN-RTR-01;Port-channel2.607;up;up;752;10.49.16.6;KC Medan S Parman
DC-WAN-RTR-01;Port-channel2.608;up;up;719;10.176.101.10;KCP TOMONI
DC-WAN-RTR-01;Port-channel2.609;up;up;681;10.176.105.10;KCP Sidrap
DC-WAN-RTR-01;Port-channel2.610;up;up;700;10.36.9.10;KCP PANGKALAN BALAI
DC-WAN-RTR-01;Port-channel2.611;up;up;703;10.33.4.10;KCP PAGAR ALAM
DC-WAN-RTR-01;Port-channel2.612;up;up;657;10.144.26.6;KC Bogor Ahmad Yani
DC-WAN-RTR-01;Port-channel2.613;up;up;886;10.17.59.6;KCP PULAU TIGA
DC-WAN-RTR-01;Port-channel2.614;up;up;887;10.17.62.6;KCP KUTE BINJEI 2
DC-WAN-RTR-01;Port-channel2.615;up;up;957;10.17.12.10;KCP SUKARAMAI
DC-WAN-RTR-01;Port-channel2.616;up;up;900;10.17.64.6;KCP PEUREULAK 2
DC-WAN-RTR-01;Port-channel2.617;up;up;907;10.17.65.6;KCP LANGSA ISKANDAR MUDA
DC-WAN-RTR-01;Port-channel2.618;up;up;956;10.17.11.10;KCP PUPUK ISKANDAR MUDA
DC-WAN-RTR-01;Port-channel2.619;up;up;914;10.17.68.6;KCP GAMPONG JAWA
DC-WAN-RTR-01;Port-channel2.620;up;up;923;10.17.69.6;KCP PANTON LABU 3
DC-WAN-RTR-01;Port-channel2.621;up;up;955;10.17.8.10;KCP IDI RAYEUK 2
DC-WAN-RTR-01;Port-channel2.622;up;up;954;10.16.90.10;KCP MEUREUDU 2
DC-WAN-RTR-01;Port-channel2.623;up;up;927;10.17.73.6;KCP BLANG JREUN
DC-WAN-RTR-01;Port-channel2.624;up;up;950;10.16.13.10;KCP SABANG 2
DC-WAN-RTR-01;Port-channel2.625;up;up;932;10.16.2.10;KCP TEUKU UMAR
DC-WAN-RTR-01;Port-channel2.626;up;up;947;10.16.4.10;KCP LAMBARO SOETTA 2
DC-WAN-RTR-01;Port-channel2.627;up;up;781;10.18.19.6;KC TAPAKTUAN
DC-WAN-RTR-01;Port-channel2.628;up;up;755;10.16.57.6;KC SIGLI 2
DC-WAN-RTR-01;Port-channel2.629;up;up;748;10.18.47.6;KCP LADANG RIMBA
DC-WAN-RTR-01;Port-channel2.630;up;up;746;10.18.44.6;KCP SINGKIL BAHARI
DC-WAN-RTR-01;Port-channel2.631;up;up;718;10.176.96.10;KCP BULUKUMBA SAM RATULANGI
DC-WAN-RTR-01;Port-channel2.632;up;up;712;10.176.107.10;KCP WATANSOPPENG
DC-WAN-RTR-01;Port-channel2.633;up;up;735;10.18.38.6;KCP CALANG ALI GUNO
DC-WAN-RTR-01;Port-channel2.634;up;up;734;10.18.37.6;KCP SEUNAGAN
DC-WAN-RTR-01;Port-channel2.635;up;up;733;10.18.36.6;KCP CUT NYAK DIEN
DC-WAN-RTR-01;Port-channel2.636;up;up;809;10.18.29.6;KCP PEUKAN KOTA
DC-WAN-RTR-01;Port-channel2.637;up;up;815;10.18.25.6;KCP ALUE BILIE 2
DC-WAN-RTR-01;Port-channel2.638;up;up;829;10.18.20.6;KCP SINGKIL ISKANDAR MUDA
DC-WAN-RTR-01;Port-channel2.639;up;up;827;10.18.2.10;KCP NAGAN RAYA 1
DC-WAN-RTR-01;Port-channel2.640;up;up;826;10.17.87.6;KCP LAMPAHAN 2
DC-WAN-RTR-01;Port-channel2.641;up;up;825;10.17.86.6;KCP_RAKAL
DC-WAN-RTR-01;Port-channel2.642;up;up;986;10.17.85.6;KCP_PUTRI_HIJAU
DC-WAN-RTR-01;Port-channel2.643;up;up;985;10.17.82.6;KCP BENER MERIAH SYIAH UTAMA 2
DC-WAN-RTR-01;Port-channel2.644;up;up;983;10.17.79.6;KCP_KRUENG_MANE
DC-WAN-RTR-01;Port-channel2.645;up;up;982;10.17.78.6;KCP GEUDONG 2
DC-WAN-RTR-01;Port-channel2.646;up;up;981;10.16.80.6;KCP_BANDAR_BARU_SIGLI
DC-WAN-RTR-01;Port-channel2.647;up;up;753;10.113.12.2;KC_PURWAKARTA_VETERAN
DC-WAN-RTR-01;Port-channel2.648;up;up;850;10.18.28.6;KCP LABUHAN HAJI
DC-WAN-RTR-01;Port-channel2.649;up;up;977;10.16.75.6;KCP TRIENGGADENG
DC-WAN-RTR-01;Port-channel2.650;up;up;976;10.16.73.6;KCP BANDAR DUA
DC-WAN-RTR-01;Port-channel2.651;up;up;975;10.16.72.6;KCP KEMBANG TANJUNG
DC-WAN-RTR-01;Port-channel2.652;up;up;971;10.16.63.6;KCP JANTHO SUDIRMAN
DC-WAN-RTR-01;Port-channel2.653;up;up;969;10.16.61.6;KCP LHOKNGA
DC-WAN-RTR-01;Port-channel2.654;up;up;968;10.16.59.6;KCP ULEE GLE
DC-WAN-RTR-01;Port-channel2.655;up;up;966;10.16.51.6;KCP DARUSSALAM T NYAK ARIEF 2
DC-WAN-RTR-01;Port-channel2.656;up;up;965;10.16.41.6;KCP JAMBO TAPE
DC-WAN-RTR-01;Port-channel2.657;up;up;964;10.16.39.6;KCP SABANG 3
DC-WAN-RTR-01;Port-channel2.658;up;up;963;10.16.35.6;KCP LAMPRIET
DC-WAN-RTR-01;Port-channel2.659;up;up;717;10.178.4.10;KCP KOLAKA
DC-WAN-RTR-01;Port-channel2.660;up;up;962;10.18.5.10;KCP SUBULUSSALAM 2
DC-WAN-RTR-01;Port-channel2.661;up;up;961;10.18.4.10;KCP TAPAKTUAN MERDEKA 2
DC-WAN-RTR-01;Port-channel2.662;up;up;960;10.18.1.10;KCP MEULABOH NASIONAL 2
DC-WAN-RTR-01;Port-channel2.663;up;up;959;10.17.49.2;KCP_JEUMPA_BIREUN
DC-WAN-RTR-01;Port-channel2.664;up;up;885;10.17.58.6;KCP_KEJURUAN_MUDA
DC-WAN-RTR-01;Port-channel2.665;up;up;880;10.17.57.6;KCP_TUALANG_CUT
DC-WAN-RTR-01;Port-channel2.666;up;up;879;10.17.56.6;KCP SUNGAI LIPUT
DC-WAN-RTR-01;Port-channel2.667;up;up;911;10.17.66.6;KCP RANTAU PANJANG 2
DC-WAN-RTR-01;Port-channel2.668;up;up;874;10.17.54.6;KCP KARANG BARU
DC-WAN-RTR-01;Port-channel2.669;up;up;873;10.17.53.6;KCP PEUDADA
DC-WAN-RTR-01;Port-channel2.670;up;up;854;10.18.27.6;KCP_KUALA_BATEE
DC-WAN-RTR-01;Port-channel2.671;up;up;694;10.33.9.10;KCP BENGKULU ARGAMAKMUR
DC-WAN-RTR-01;Port-channel2.672;up;up;835;10.32.33.6;KC Bandar Lampung Kedaton
DC-WAN-RTR-01;Port-channel2.673;up;up;871;10.17.51.6;KCP SAMALANGA
DC-WAN-RTR-01;Port-channel2.674;up;up;973;10.16.69.6;KCP SEUTUI
DC-WAN-RTR-01;Port-channel2.675;up;up;970;10.16.62.6;KCP SEULIMUM
DC-WAN-RTR-01;Port-channel2.676;up;up;931;10.17.76.6;KCP BATUPHAT
DC-WAN-RTR-01;Port-channel2.677;up;up;967;10.16.55.6;KCP_SUKAMAKMUR_BANDA_ACEH
DC-WAN-RTR-01;Port-channel2.678;up;up;974;10.16.71.6;KCP SIGLI ISKANDAR MUDA
DC-WAN-RTR-01;Port-channel2.679;up;up;978;10.16.77.6;KCP GRONG-GRONG
DC-WAN-RTR-01;Port-channel2.680;up;up;979;10.16.79.6;KCP INDRAJAYA
DC-WAN-RTR-01;Port-channel2.681;up;up;786;10.144.39.2;KK_BOGOR_CIOMAS
DC-WAN-RTR-01;Port-channel2.682;up;up;833;10.131.17.6;KC_SOLO_VETERAN
DC-WAN-RTR-01;Port-channel2.683;up;up;846;10.112.60.2;KC_BANDUNG_SUNIARAJA
DC-WAN-RTR-01;Port-channel2.684;up;up;984;10.17.81.6;KCP_SIMPANG_BALIK
DC-WAN-RTR-01;Port-channel2.685;up;up;805;10.67.35.6;KK_SERANG_UNSERA
DC-WAN-RTR-01;Port-channel2.686;up;up;725;10.129.25.6;KCP Purwodadi Ahmad Yan
DC-WAN-RTR-01;Port-channel2.687;up;up;730;10.18.33.6;KCP LAUSER
DC-WAN-RTR-01;Port-channel2.688;up;up;841;10.67.20.2;KC Daan Mogot
DC-WAN-RTR-01;Port-channel2.689;up;up;754;10.97.19.6;KC_UNIVERSITAS_JEMBER
DC-WAN-RTR-01;Port-channel2.690;up;up;870;10.17.50.6;KCP MATANG GLUMPANG DUA 2
DC-WAN-RTR-01;Port-channel2.691;up;up;869;10.17.48.6;KCP KUTABLANG
DC-WAN-RTR-01;Port-channel2.692;up;up;864;10.17.31.6;KCP IDI RAYEUK 3
DC-WAN-RTR-01;Port-channel2.693;up;up;796;10.98.24.10;KKSy_UNISKA
DC-WAN-RTR-01;Port-channel2.694;up;up;704;10.33.11.10;KCP BENGKULU AMPERA MANNA
DC-WAN-RTR-01;Port-channel2.695;up;up;623;10.96.142.2;AFO DENPASAR
DC-WAN-RTR-01;Port-channel2.696;up;up;853;10.82.22.6;KC Jakarta Wahid Hasyim
DC-WAN-RTR-01;Port-channel2.697;up;up;698;10.33.10.10;KCP SELUMA
DC-WAN-RTR-01;Port-channel2.698;up;up;724;192.168.105.101;KCP_TANJUNG_BALAI
DC-WAN-RTR-01;Port-channel2.699;up;up;819;10.18.26.6;KCP_MANGGENG_PIDIE
DC-WAN-RTR-01;Port-channel2.700;up;up;949;10.16.12.10;KCP_LUENGBATA
DC-WAN-RTR-01;Port-channel2.701;up;up;751;10.18.48.6;KCP LIPAT KAJANG
DC-WAN-RTR-01;Port-channel2.702;up;up;731;10.18.35.6;KCP_KUALA_MEULABOH
DC-WAN-RTR-01;Port-channel2.703;up;up;744;10.18.43.6;KCP_KOTA_FAJAR_TAPAKTUAN
DC-WAN-RTR-01;Port-channel2.704;up;up;756;10.18.14.6;KC_KUTACANE
DC-WAN-RTR-01;Port-channel2.705;up;up;867;10.17.38.6;KCP BENER MERIAH PONDOK BARU 2
DC-WAN-RTR-01;Port-channel2.706;up;up;859;10.16.84.6;KCP_SIGLI_PADANG_TIJI
DC-WAN-RTR-01;Port-channel2.707;up;up;928;10.17.74.6;KCP_BLANG_MANGAT_LHOKSEUMAWE
DC-WAN-RTR-01;Port-channel2.708;up;up;926;10.17.71.6;KCP_SIMPANG_MULIENG
DC-WAN-RTR-01;Port-channel2.709;up;up;872;10.17.52.6;KCP_JEUNIB_BIREUEN
DC-WAN-RTR-01;Port-channel2.710;up;up;;;AREA FINANCING LHOKSEUMAWE
DC-WAN-RTR-01;Port-channel2.711;up;up;;;
DC-WAN-RTR-01;Port-channel2.712;up;up;;;KCP_SABANG_3
DC-WAN-RTR-01;Port-channel2.714;up;up;972;10.16.65.6;KCP_LAMNO
DC-WAN-RTR-01;Port-channel2.715;up;up;866;10.17.36.6;KCP_KREUNG_GEUKEUH
DC-WAN-RTR-01;Port-channel2.716;up;up;140;192.168.100.77;REGION MEDAN
DC-WAN-RTR-01;Port-channel2.717;up;up;149;10.82.245.2;PEJOMPONGAN A1
DC-WAN-RTR-01;Port-channel2.718;up;up;114;10.49.14.2;KCP_MEDAN_A_H_NASUTION
DC-WAN-RTR-01;Port-channel2.719;up;up;190;10.82.18.6;KCP BSI TOWER
DC-WAN-RTR-01;Port-channel2.720;up;up;196;10.129.160.2;KCP_SEMARANG_AMBARAWA
DC-WAN-RTR-01;Port-channel2.721;up;up;727;10.67.43.2;KCP_TANGERANG_BATUCEPER
DC-WAN-RTR-01;Port-channel2.722;up;up;729;10.82.1.2;KC_JAKARTA_THAMRIN
DC-WAN-RTR-01;Port-channel2.723;up;up;778;10.66.18.2;KCP_TANGERANG_SERUA
DC-WAN-RTR-01;Port-channel2.724;up;up;545;10.144.44.2;KCP_BOGOR_LEUWILIANG
DC-WAN-RTR-01;Port-channel2.778;up;up;;;
DC-WAN-RTR-01;Port-channel2.779;up;up;129;10.101.105.9;KCP_LAMONGAN_BABAT
DC-WAN-RTR-01;Port-channel3;administratively down;down;;;.: UPSTREAM ISP BACKUP METRO-E :.
DC-WAN-RTR-01;Port-channel10;up;up;1;;.: DOWNLINK-TO-DC-SW-LEAF1-2-BDR-L3 :.
DC-WAN-RTR-01;Port-channel10.38;administratively down;down;;;
DC-WAN-RTR-01;Port-channel10.51;up;up;51;10.0.126.20;.: P2P to FW-TIER1-SvrFarm :.
DC-WAN-RTR-01;Port-channel10.55;up;up;55;10.0.126.60;.:P2P to FW VPN (PALO):.
DC-WAN-RTR-01;Port-channel10.56;up;up;56;10.0.126.44;.: P2P to FW-TIER1-Dev :.
DC-WAN-RTR-01;Port-channel10.66;up;up;66;10.0.126.139;.: P2P to PaloAlto Extranet :.
DC-WAN-RTR-01;Port-channel10.67;up;up;67;10.0.126.131;.: P2P to PaloAlto Internet :.
DC-WAN-RTR-01;Port-channel10.69;up;up;69;10.0.126.147;.: P2P to PaloAlto Merger :.
DC-WAN-RTR-01;Port-channel10.70;up;up;70;10.0.126.172;.:P2P to RTR VG01:.
DC-WAN-RTR-01;Port-channel10.76;up;up;76;10.0.126.252;FW-VPN-SDWAN-Palo
DC-WAN-RTR-01;Port-channel10.78;up;up;78;172.25.128.1;P2P_RLAN-VeloPOC
DC-WAN-RTR-01;Port-channel10.81;up;up;81;10.0.126.117;.: P2P to FW-TIER1-ECommerce (DMZ) :.
DC-WAN-RTR-01;Port-channel10.91;up;up;91;10.0.126.124;.: P2P to PaloAlto VS New Extranet :.
DC-WAN-RTR-01;Port-channel10.94;up;up;94;10.0.126.220;.: P2P to FW-TIER1 (switching) :.
DC-WAN-RTR-01;Port-channel10.804;up;up;804;10.0.94.13;P2P_CiscoPOC-BDRLAN
DC-WAN-RTR-01;Port-channel10.808;up;up;808;10.0.94.1;P2P-PALO-POC-BDR-LAN
DC-WAN-RTR-01;Port-channel10.815;administratively down;down;815;10.0.94.41;.: P2P_WAN_to_FW_PRISMA:.
DC-WAN-RTR-01;Port-channel10.843;up;up;843;10.0.94.89;P2P_Prisma_SDWAN_ION_to_MPLS(WAN)
DC-WAN-RTR-01;Port-channel10.859;up;up;859;10.0.94.97;P2P_Prisma_SDWAN_ION_to_Internal(LAN)
DC-WAN-RTR-01;Port-channel10.1526;up;up;1526;10.250.0.74;.: P2P to DC-SW-CORE1-OFFICE-L3 :.
DC-WAN-RTR-01;Port-channel10.1530;up;up;1530;10.250.0.133;vrf P2P-RPASIG P2P WAN1_wan2_TO_CORE-SW
DC-WAN-RTR-01;Port-channel10.2232;up;up;2232;;BSI TOWER-REMPOA VIA TELKOM
DC-WAN-RTR-01;Port-channel10.2303;up;up;2303;10.0.93.19;.: P2P to PaloAlto Interconnect :.
DC-WAN-RTR-01;Port-channel10.2313;administratively down;down;2313;10.0.93.98;.: P2P to  FIREWALL PALO OLD SEGMENT  :.
DC-WAN-RTR-01;Port-channel10.2317;up;up;2317;10.0.93.114;.: P2P to FW-MGMT :.
DC-WAN-RTR-01;Port-channel10.2321;up;up;2321;10.0.93.138;.: P2P WAN to FW T1 DEV :.
DC-WAN-RTR-01;Port-channel10.2500;up;up;2500;10.2.72.250;BSI TOWER-REMPOA VIA TELKOM
DC-WAN-RTR-01;Port-channel13;down;down;;;
DC-WAN-RTR-01;Port-channel57;administratively down;down;;10.2.99.130;
DC-WAN-RTR-01;Tunnel1;up;up;;192.168.128.1;TUNNEL-DMVPN-TELKOM
DC-WAN-RTR-01;Tunnel2;up;up;;192.168.136.1;TUNNEL-DMVPN-ICON
DC-WAN-RTR-01;Tunnel4;up;up;;192.168.142.1;TUNNEL-DMVPN-SANATEL
DC-WAN-RTR-01;Tunnel130;up;down;;192.168.212.161;Tunnel_KCP_SUMBAWA_ARTACOM
DC-WAN-RTR-01;Tunnel160;up;up;;192.168.212.121;TUNNEL_BULA
DC-WAN-RTR-01;Tunnel170;up;up;;192.168.212.169;tunnel KCP_Ajibarang
DC-WAN-RTR-01;Tunnel180;up;up;;192.168.212.181;TUNNEL_SENDAWAR
DC-WAN-RTR-01;Tunnel2001;up;up;;172.23.254.250;
DC-WAN-RTR-02;TenGigabitEthernet0/0/0;up;up;;;.: Connect to DC-SW-LEAF1-BDR-L3 Port Eth:.
DC-WAN-RTR-02;TenGigabitEthernet0/0/1;up;up;;;.:Connect to DC-SW-LEAF2-BDR-L3 Eth:.
DC-WAN-RTR-02;TenGigabitEthernet0/0/2;up;up;;;.: MPLS to DC-SW-LEAF2-BDR-L3 Eth :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/3;up;up;;;.: MPLS to DC-SW-LEAF2-BDR-L3 Eth :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/4;up;up;;;.: METRO-E to DC-SW-LEAF1-BDR-L3 Eth :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/5;up;up;;;.: METRO-E to DC-SW-LEAF2-BDR-L3 Eth :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/6;up;up;;192.168.150.105;.: Connect to RR RMH BCP :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/7;up;up;;2.2.2.1;.:BACKBONE DWDM REMPOA - SIGMA INDOSAT:.
DC-WAN-RTR-02;TenGigabitEthernet0/0/8;administratively down;down;;;
DC-WAN-RTR-02;TenGigabitEthernet0/0/9;up;up;;10.0.93.122;to-ROUTEPATH_MONITORING
DC-WAN-RTR-02;TenGigabitEthernet0/0/10;up;up;;10.220.254.253;.: Connect to DC-CORE-02 :.
DC-WAN-RTR-02;TenGigabitEthernet0/0/11;down;down;;;
DC-WAN-RTR-02;GigabitEthernet0;up;up;;10.0.122.29;
DC-WAN-RTR-02;Loopback0;up;up;;10.0.124.52;
DC-WAN-RTR-02;Port-channel1;up;up;1;;.: UPSTREAM ISP MPLS :.
DC-WAN-RTR-02;Port-channel1.1;up;up;10;80.80.80.14;.: Connect to MPLS LINTASARTA :.
DC-WAN-RTR-02;Port-channel1.2;up;up;11;153.153.153.2;.: Connect to MPLS INDOSAT :.
DC-WAN-RTR-02;Port-channel1.3;administratively down;down;12;181.181.2.10;.: Connect to MPLS ICON :.
DC-WAN-RTR-02;Port-channel1.4;up;up;13;192.168.255.90;.: Connect to MPLS ARTATECH :.
DC-WAN-RTR-02;Port-channel1.5;administratively down;down;14;192.168.255.102;.: Connect to MPLS ARTACOM OUTLET :.
DC-WAN-RTR-02;Port-channel1.6;administratively down;down;15;192.168.255.94;.: Connect to MPLS ARTAKOM ATM :.
DC-WAN-RTR-02;Port-channel1.7;administratively down;down;16;192.168.76.10;.: Connect to MPLS TELKOM :.
DC-WAN-RTR-02;Port-channel1.8;up;up;2001;10.0.126.230;.: BACKBONE REMPOA - THAMRIN LINTAS :.
DC-WAN-RTR-02;Port-channel1.9;up;up;2003;10.0.126.234;.: BACKBONE REMPOA - THAMRIN ICON :.
DC-WAN-RTR-02;Port-channel1.10;up;up;30;10.0.126.242;.: BACKBONE DWDM REMPOA - SIGMA INDOSAT :.
DC-WAN-RTR-02;Port-channel1.11;administratively down;down;31;192.168.255.67;BACKHAUL WINCOR 3C
DC-WAN-RTR-02;Port-channel1.14;up;up;2002;10.0.126.154;.: BACKBONE REMPOA - TOWER LINTAS :. TEMPORARY SHUT
DC-WAN-RTR-02;Port-channel1.15;up;up;2004;10.0.126.162;.: BACKBONE REMPOA - TOWER ICON :. TEMPORARY SHUT
DC-WAN-RTR-02;Port-channel1.19;up;up;;;
DC-WAN-RTR-02;Port-channel1.20;administratively down;down;830;30.90.9.250;.: Connect to METRO-E LINTASARTA :.
DC-WAN-RTR-02;Port-channel1.21;administratively down;down;2820;192.168.14.250;.: Connect to METRO-E TELKOM :.
DC-WAN-RTR-02;Port-channel1.22;administratively down;down;2501;;.: Connect to BRIS :.
DC-WAN-RTR-02;Port-channel1.23;up;up;559;30.90.9.190;DBO PEJOMPONGAN
DC-WAN-RTR-02;Port-channel1.24;up;up;510;30.90.9.197;.: Connect to AFO-BEKASI
DC-WAN-RTR-02;Port-channel1.25;up;up;2100;10.145.1.10;KCP_CIBUBUR_COUNTRY
DC-WAN-RTR-02;Port-channel1.26;up;up;2101;10.145.2.10;LINTAS_KC_DEPOK_MARGONDA_2
DC-WAN-RTR-02;Port-channel1.27;up;up;556;10.132.45.2;LINTAS_DIGILAB_YOGYA
DC-WAN-RTR-02;Port-channel1.28;up;up;2102;10.82.21.14;KCP PERTAMINA ex CIKINI
DC-WAN-RTR-02;Port-channel1.29;up;up;557;30.90.9.206;DIGILAB PEJOMPONGAN 3A
DC-WAN-RTR-02;Port-channel1.30;up;up;558;30.90.9.210;DIGILAB-PEJOMPONGAN-6A
DC-WAN-RTR-02;Port-channel1.31;up;up;2103;10.80.119.6;KC BEKASI SUMMARECON
DC-WAN-RTR-02;Port-channel1.32;up;up;2104;10.146.73.6;BRC FATMAWATI
DC-WAN-RTR-02;Port-channel2;up;up;1;;.: UPSTREAM ISP METRO-E INDOSAT :.
DC-WAN-RTR-02;Port-channel2.1;up;up;100;192.168.51.169;RFO MAKASSAR
DC-WAN-RTR-02;Port-channel2.2;up;up;101;10.4.44.1;LINK METRO E-LEARNING CIKINI | 192.168.50.158
DC-WAN-RTR-02;Port-channel2.3;up;up;102;192.168.50.197;LINK METRO KC PEKANBARU | 192.168.50.198
DC-WAN-RTR-02;Port-channel2.4;up;up;103;192.168.50.129;LINK METRO KC BOGOR - BACKUP | 192.168.50.130
DC-WAN-RTR-02;Port-channel2.5;up;up;104;192.168.50.153;LINK METRO KC P INDAH
DC-WAN-RTR-02;Port-channel2.6;up;up;;;
DC-WAN-RTR-02;Port-channel2.7;up;up;108;192.168.50.225;KCP_ROGOJAMPI
DC-WAN-RTR-02;Port-channel2.8;up;up;;;KCP SOREK
DC-WAN-RTR-02;Port-channel2.9;up;up;110;10.80.115.14;KCP PONDOK GEDE
DC-WAN-RTR-02;Port-channel2.10;up;up;111;192.168.50.213;LINK KCP CIBADAK
DC-WAN-RTR-02;Port-channel2.11;up;up;;;LINK KCP UJUNG TANJUNG
