hostname;interface;link_state;admin_state;vlan;ip;description
DC-WAN-RTR-02;Port-channel2.12;up;up;114;192.168.50.233;LINK kcp babat
DC-WAN-RTR-02;Port-channel2.13;up;up;115;192.168.54.53;KCP PALEMBANG SUDIRMAN
DC-WAN-RTR-02;Port-channel2.14;up;up;116;192.168.50.205;KC RAWAMANGUN
DC-WAN-RTR-02;Port-channel2.15;up;up;117;192.168.51.145;LINK CFBO SOLO
DC-WAN-RTR-02;Port-channel2.16;up;up;120;10.160.198.2;KCP PENAJAM 1
DC-WAN-RTR-02;Port-channel2.17;up;up;122;192.168.50.249;LINK KCP KARANG TENGAH | 192.168.50.249
DC-WAN-RTR-02;Port-channel2.18;up;up;123;192.168.50.121;KC SURABAYA DHARMO
DC-WAN-RTR-02;Port-channel2.19;up;up;124;192.168.51.1;LINK METRO KC MAKASSAR | 192.168.51.2
DC-WAN-RTR-02;Port-channel2.20;up;up;125;192.168.51.29;KC SOLO
DC-WAN-RTR-02;Port-channel2.21;up;up;126;192.168.51.5;LINK KCP PONDOK KELAPA | 192.168.51.5
DC-WAN-RTR-02;Port-channel2.22;up;up;127;192.168.51.9;LINK KC CENGKARENG | 192.168.51.9
DC-WAN-RTR-02;Port-channel2.23;up;up;128;192.168.51.45;GRAHA MANDIRI KP
DC-WAN-RTR-02;Port-channel2.24;up;up;130;192.168.51.33;WISMA ANTARA LT4
DC-WAN-RTR-02;Port-channel2.25;up;up;131;10.82.21.6;KCP GRHA PERTAMINA
DC-WAN-RTR-02;Port-channel2.26;up;up;175;192.168.55.33;DANAREKSA LT.9
DC-WAN-RTR-02;Port-channel2.27;up;up;144;;GEDUNG_DANAREKSA
DC-WAN-RTR-02;Port-channel2.28;up;up;;;LINK KC TANGERANG BSD
DC-WAN-RTR-02;Port-channel2.29;up;up;186;192.168.55.45;LINK REGIONAL OFFICE (RO) SEMARANG
DC-WAN-RTR-02;Port-channel2.30;up;up;133;10.132.32.6;kcp UGM
DC-WAN-RTR-02;Port-channel2.31;up;up;177;192.168.55.49;LINK KCP CIMONE
DC-WAN-RTR-02;Port-channel2.32;up;up;137;192.168.55.65;LINK AFO BATAM
DC-WAN-RTR-02;Port-channel2.33;up;up;170;192.168.55.69;LINK ONBOARDING KALIBATA
DC-WAN-RTR-02;Port-channel2.34;up;up;105;192.168.55.73;GRAHA SAHARJO
DC-WAN-RTR-02;Port-channel2.35;up;up;181;10.66.0.10;KC TANGERANG BSD ITC
DC-WAN-RTR-02;Port-channel2.36;up;up;106;10.161.4.14;KC Banjarbaru
DC-WAN-RTR-02;Port-channel2.37;up;up;148;10.101.55.14;KCP GRESIK SUDIRMAN
DC-WAN-RTR-02;Port-channel2.38;up;up;141;;KCP GEGER KALONG
DC-WAN-RTR-02;Port-channel2.39;up;up;185;10.101.58.14;KCP JOMBANG A WAHID
DC-WAN-RTR-02;Port-channel2.40;up;up;149;;
DC-WAN-RTR-02;Port-channel2.41;up;up;151;10.100.3.14;KCP SURABAYA DIPONEGORO
DC-WAN-RTR-02;Port-channel2.42;up;up;252;10.162.1.14;KCP SINTANG 2
DC-WAN-RTR-02;Port-channel2.43;up;up;165;10.100.7.14;KCP SURABAYA WIYUNG 3
DC-WAN-RTR-02;Port-channel2.44;up;up;147;10.101.56.14;KCP_MOJOKERTO_MOJOPAHIT1
DC-WAN-RTR-02;Port-channel2.45;up;up;194;10.98.3.14;KCP_KEDIRI_GUDANG_GARAM
DC-WAN-RTR-02;Port-channel2.46;up;up;121;192.168.55.1;AFO-BENGKULU
DC-WAN-RTR-02;Port-channel2.47;up;up;333;10.160.182.14;KCP_BALIKPAPAN_BARU2
DC-WAN-RTR-02;Port-channel2.48;up;up;163;192.168.55.77;AFO-CIREBON
DC-WAN-RTR-02;Port-channel2.49;up;up;193;10.144.7.10;KCP_BOGOR_MERDEKAPGB
DC-WAN-RTR-02;Port-channel2.50;up;up;250;10.147.7.14;KCP_UIN_SH
DC-WAN-RTR-02;Port-channel2.51;up;up;152;10.147.4.14;KCP_DEPOK_CINERE1
DC-WAN-RTR-02;Port-channel2.52;up;up;143;10.145.4.14;KCP_DEPOK_CITAYAM
DC-WAN-RTR-02;Port-channel2.53;up;up;171;10.148.101.6;COLLECTION SAHARJO DUNNINGCALL VIA INDOSAT
DC-WAN-RTR-02;Port-channel2.54;up;up;157;10.64.223.6;KCP_MERUYA_2
DC-WAN-RTR-02;Port-channel2.55;up;up;145;10.146.73.2;BRC FATMAWATI
DC-WAN-RTR-02;Port-channel2.56;up;up;142;10.112.34.14;KCP GEGER KALONG- KCP BANDUNG SETRASARI
DC-WAN-RTR-02;Port-channel2.58;up;up;221;10.80.129.6;KCP BEKASI HARAPAN INDAH 1
DC-WAN-RTR-02;Port-channel2.59;up;up;113;10.147.15.10;KCP TANGERANG SOUTHCITY
DC-WAN-RTR-02;Port-channel2.60;up;up;166;10.129.2.10;KCP_SEMARANG_MANYARAN
DC-WAN-RTR-02;Port-channel2.61;up;up;153;;KCP_SEMARANG_MANYARAN
DC-WAN-RTR-02;Port-channel2.62;up;up;107;10.49.17.10;KCP_CEMARA
DC-WAN-RTR-02;Port-channel2.63;up;up;109;10.82.18.10;KCP_DANAREKSA
DC-WAN-RTR-02;Port-channel2.64;up;up;260;10.148.8.6;KCP_SUCOFINDO
DC-WAN-RTR-02;Port-channel2.65;up;up;662;10.80.119.2;KC_BEKASI_SUMMARECON
DC-WAN-RTR-02;Port-channel2.66;up;up;173;10.101.81.10;KCP_GRESIK_SUTOMO
DC-WAN-RTR-02;Port-channel2.67;up;up;338;10.147.16.2;KCP_Jamik_Bintaro
DC-WAN-RTR-02;Port-channel2.68;up;up;135;10.50.22.2;LINK METRO AREA MEDAN RAYA| 10.50.22.1
DC-WAN-RTR-02;Port-channel2.100;up;up;176;192.168.51.161;LINK REGION MAKASSAR
DC-WAN-RTR-02;Port-channel2.101;up;up;331;10.176.155.2;FF Satelite MAKASSAR
DC-WAN-RTR-02;Port-channel2.102;up;up;304;10.82.27.6;KK GRAHA MANDIRI
DC-WAN-RTR-02;Port-channel2.103;up;up;158;10.177.26.2;AREA_MANADO
DC-WAN-RTR-02;Port-channel2.104;up;up;339;10.112.58.10;KCP BSI Lembang
DC-WAN-RTR-02;Port-channel2.105;up;up;340;10.147.5.2;KC Pondok Indah
DC-WAN-RTR-02;Port-channel2.106;up;up;150;10.36.35.2;AREA_PALEMBANG
DC-WAN-RTR-02;Port-channel2.107;up;up;180;10.67.34.2;KCP RS_KRAKATAU_CILEGON
DC-WAN-RTR-02;Port-channel2.108;up;up;341;10.48.194.2;BFO_TANJUNG_PINANG
DC-WAN-RTR-02;Port-channel2.109;up;up;442;10.161.40.2;RFO_BANJARMASIN
DC-WAN-RTR-02;Port-channel2.110;up;up;200;192.168.55.25;AFO_MALANG
DC-WAN-RTR-02;Port-channel2.111;up;up;179;10.100.41.2;AREA_SURABAYA_RAYA
DC-WAN-RTR-02;Port-channel2.112;up;up;443;10.65.4.10;KCP_JAKARTA_KEMAYORAN
DC-WAN-RTR-02;Port-channel2.113;up;up;187;10.66.16.2;AREA_TANGERANG_BSD
DC-WAN-RTR-02;Port-channel2.114;up;up;332;10.161.253.2;AREA_BANJARMASIN
DC-WAN-RTR-02;Port-channel2.115;up;up;270;10.100.42.2;AREA_SURABAYA_KOTA
DC-WAN-RTR-02;Port-channel2.116;up;up;118;10.2.232.6;RO_ACEH
DC-WAN-RTR-02;Port-channel2.117;up;up;132;10.82.38.1;KCP_UNISMA_BEKASI
DC-WAN-RTR-02;Port-channel2.118;up;up;112;192.168.54.165;RFO_HASANUDIN
DC-WAN-RTR-02;Port-channel2.119;up;up;342;10.65.23.10;KCP_GADING_RIVIERA
DC-WAN-RTR-02;Port-channel3;down;down;;;.: UPSTREAM ISP BACKUP METRO-E :.
DC-WAN-RTR-02;Port-channel10;up;up;1;;.: DOWNLINK-TO-DC-SW-LEAF1-2-BDR-L3 :.
DC-WAN-RTR-02;Port-channel10.8;up;up;;;
DC-WAN-RTR-02;Port-channel10.51;up;up;51;10.0.126.21;.: P2P to FW-TIER1-SvrFarm :.
DC-WAN-RTR-02;Port-channel10.55;up;up;55;10.0.126.61;.:P2P to FW VPN (PALO):.
DC-WAN-RTR-02;Port-channel10.56;up;up;56;10.0.126.45;.: P2P to FW-TIER1-Dev :.
DC-WAN-RTR-02;Port-channel10.66;up;up;66;10.0.126.140;.: P2P to PaloAlto Extranet :.
DC-WAN-RTR-02;Port-channel10.67;up;up;67;10.0.126.132;.: P2P to PaloAlto Internet :.
DC-WAN-RTR-02;Port-channel10.69;up;up;69;10.0.126.148;.: P2P to PaloAlto Merger :.
DC-WAN-RTR-02;Port-channel10.70;up;up;70;10.0.126.173;.:P2P to RTR VG01:.
DC-WAN-RTR-02;Port-channel10.74;up;up;74;172.25.128.9;P2P_RWAN-VeloPOC
DC-WAN-RTR-02;Port-channel10.76;up;up;76;10.0.126.253;FW-VPN-SDWAN-Palo
DC-WAN-RTR-02;Port-channel10.81;up;up;81;10.0.126.118;.: P2P to FW-TIER1-ECommerce (DMZ) :.
DC-WAN-RTR-02;Port-channel10.91;up;up;91;10.0.126.125;.: P2P to PaloAlto VS New Extranet :.
DC-WAN-RTR-02;Port-channel10.94;up;up;94;10.0.126.222;.: P2P to FW-TIER1 (switching) :.
DC-WAN-RTR-02;Port-channel10.803;up;up;803;10.0.94.9;P2P-PALO-POC-BDR-WAN
DC-WAN-RTR-02;Port-channel10.806;up;up;806;10.0.94.21;
DC-WAN-RTR-02;Port-channel10.815;administratively down;down;815;10.0.94.42;.: P2P_WAN_to_FW_PRISMA:.
DC-WAN-RTR-02;Port-channel10.843;up;up;843;10.0.94.91;P2P_Prisma_SDWAN_ION_to_MPLS(WAN)
DC-WAN-RTR-02;Port-channel10.859;up;up;859;10.0.94.99;P2P_Prisma_SDWAN_ION_to_Internal(LAN)
DC-WAN-RTR-02;Port-channel10.876;up;up;876;192.168.255.85;M2M-TELKOMSEL-ATM
DC-WAN-RTR-02;Port-channel10.999;administratively down;down;999;;
DC-WAN-RTR-02;Port-channel10.1526;up;up;1526;10.250.0.75;.: P2P to DC-SW-CORE1-OFFICE-L3 :.
DC-WAN-RTR-02;Port-channel10.1530;up;up;1530;10.250.0.134;vrf P2P-RPASIG P2P WAN1_wan2_TO_CORE-SW
DC-WAN-RTR-02;Port-channel10.2225;up;up;2225;10.0.94.217;ARTAKOM-M2M
DC-WAN-RTR-02;Port-channel10.2233;up;up;2233;10.2.72.254;BSI TOWER-REMPOA VIA FIBERSTAR
DC-WAN-RTR-02;Port-channel10.2303;up;up;2303;10.0.93.18;.: P2P to PaloAlto Interconnect :.
DC-WAN-RTR-02;Port-channel10.2313;administratively down;down;2313;10.0.93.99;.: P2P to  FIREWALL PALO OLD SEGMENT :.
DC-WAN-RTR-02;Port-channel10.2317;up;up;2317;10.0.93.115;.: P2P to FW-MGMT :.
DC-WAN-RTR-02;Port-channel10.2321;up;up;2321;10.0.93.139;.: P2P WAN to FW T1 DEV :.
DC-WAN-RTR-02;Tunnel1;up;down;;10.82.1.9;TUNNEL-DMVPN-LINTASARTA
DC-WAN-RTR-02;Tunnel2;up;up;;192.168.216.1;TUNNEL-DMVPN-ARTATECH
DC-WAN-RTR-02;Tunnel100;up;up;;192.168.212.137;Tunnel_KCP_RASUNA_SAID_via_Arthatech
DC-WAN-RTR-02;Tunnel110;up;up;;192.168.212.141;Tunnel_MIPA_UI_via_arthatech
DC-WAN-RTR-02;Tunnel120;up;up;;192.168.212.145;Tunnel_BEnkong_Via_Artatech
DC-WAN-RTR-02;Tunnel130;up;up;;192.168.212.33;Tunnel_KLINK_Via_Artatech
DC-WAN-RTR-02;Tunnel140;up;up;;192.168.212.165;Tunnel_Magelang_Via_Artatech
DC-WAN-RTR-02;Tunnel150;up;up;;192.168.212.173;
DC-WAN-RTR-02;Tunnel160;up;up;;192.168.212.177;Tunnel_kcp_anambas
DC-WAN-RTR-02;Tunnel170;up;up;;192.168.212.185;Tunnel_KFO_sungai_bahar
DC-WAN-RTR-02;Tunnel180;up;up;;192.168.212.189;Tunnel_KFO_Merlung
DC-WAN-RTR-02;Tunnel190;administratively down;down;;10.82.18.10;Tunnel_Abdul_Muis_via_arthatech
DC-WAN-RTR-02;Tunnel195;up;up;;10.18.200.10;Tunnel_BSI_TEST_PINPAD
DC-WAN-RTR-02;Tunnel230;up;up;;10.81.23.14;Tunnel_KCP_MTHARYONO_via_arthatech
DC-WAN-RTR-02;Tunnel241;up;up;;10.18.49.14;Tunnel_BRIS_Tapaktuan_Meukek_via_arthatech
DC-WAN-RTR-02;Tunnel242;up;up;;10.16.73.14;Tunnel_BANDAR-DUA_via_arthatech
DC-WAN-RTR-02;Tunnel243;up;up;;10.96.137.6;Tunnel_BRIS_MKK_MATARAM_VIA_ARTATECH
DC-WAN-RTR-02;Tunnel257;up;up;;10.162.20.14;Tunnel_BRIS_MKK_16_Pontianak_via_arthatech
DC-WAN-RTR-02;Tunnel258;administratively down;down;;10.100.37.14;Tunnel_BRIS_KK_Pasar_Grosir_SBY_via_arthatech
DC-WAN-RTR-02;Tunnel259;up;up;;10.100.6.10;Tunnel_BRIS_Surabaya_MERR_via_arthatech
DC-WAN-RTR-02;Tunnel260;administratively down;down;;10.99.18.10;Tunnel_BRIS_KC_MALANG_SOETTA_via_arthatech
DC-WAN-RTR-02;Tunnel261;up;up;;10.18.35.14;Tunnel_BRIS_Kuala_Meulaboh_via_arthatech
DC-WAN-RTR-02;Tunnel262;administratively down;down;;10.49.16.10;Tunnel_BRIS_MEdan_SParman_via_arthatech
DC-WAN-RTR-02;Tunnel263;up;up;;10.82.23.14;Tunnel_BRIS_KCP_Tanah_Abang_via_arthatech
DC-WAN-RTR-02;Tunnel264;up;up;;10.113.19.14;Tunnel_BRIS_MKK_KC_Cianjur_via_arthatech
DC-WAN-RTR-02;Tunnel265;up;up;;10.98.32.14;Tunnel_BRIS_MKK_KC_Kediri_via_arthatech
DC-WAN-RTR-02;Tunnel266;up;up;;10.114.82.14;Tunnel_BRIS_MKK_KC_Cirebon_via_arthatech
DC-WAN-RTR-02;Tunnel267;up;up;;10.131.24.14;Tunnel_BRIS_KPK_Jatisrono_via_arthatech
DC-WAN-RTR-02;Tunnel268;up;up;;10.18.44.14;Tunnel_BRIS_BAHARI_via_arthatech
DC-WAN-RTR-02;Tunnel270;up;up;;10.176.144.10;Tunnel_BRIS_MKK_Morowali_via_arthatech
DC-WAN-RTR-02;Tunnel271;up;up;;10.100.51.6;Tunnel_DRC_WORKING_ROOM
DC-WAN-RTR-02;Tunnel272;up;up;;10.65.14.14;Tunnel_BRIS_KCP_ITC_MANGGA2_LT2_via_arthatech
DC-WAN-RTR-02;Tunnel273;up;up;;10.65.25.14;Tunnel_BRIS_KCP_MANGGA2_Lt3_via_arthatech
DC-WAN-RTR-02;Tunnel274;up;up;;10.81.22.14;Tunnel_BRIS_KCP_MATRAMAN_via_arthatech
DC-WAN-RTR-02;Tunnel275;up;up;;10.65.17.14;Tunnel_BRIS_KCP_KELAPA_GADING_via_arthatech
DC-WAN-RTR-02;Tunnel276;up;up;;10.145.24.6;Tunnel_PP_Pengadilan_Agama_Depok
DC-WAN-RTR-02;Tunnel277;up;up;;10.66.12.6;Tunnel_BRIS_KCP_BINTARO_via_arthatech
DC-WAN-RTR-02;Tunnel278;up;up;;10.34.27.6;Tunnel_MKK_JAMBI_1
DC-WAN-RTR-02;Tunnel279;up;up;;10.129.31.10;Tunnel_MKK_KC_PURWOKERTO_SUDIRMAN
DC-WAN-RTR-02;Tunnel280;up;up;;;Tunnel_kejeren-soette_via_arthatech
DC-WAN-RTR-02;Tunnel281;up;up;;10.98.36.6;Tunnel_PP_PA_TULUNGAGUNG
DC-WAN-RTR-02;Tunnel282;up;up;;10.17.59.14;Tunnel_BRIS_KCP_PULAU_TIGA_via_arthatech
DC-WAN-RTR-02;Tunnel283;up;up;;10.17.64.14;Tunnel_BRIS_KCP_PEUREULAK_2_via-artatech
DC-WAN-RTR-02;Tunnel284;up;up;;10.17.83.14;Tunnel_KCP_JAGONG_via_arthatech
DC-WAN-RTR-02;Tunnel285;up;up;;10.18.41.14;KCP Meulaboh Samatiga_01472620120016_Arthatech
DC-WAN-RTR-02;Tunnel286;up;up;;10.16.78.14;KCP Sigli Tangse_01472621030051_Arthatech
DC-WAN-RTR-02;Tunnel287;up;up;;10.82.31.14;Tunnel_MKK_21_Abdul_Muis_via_arthatech
DC-WAN-RTR-02;Tunnel288;up;up;;10.17.90.14;Area Lhokseumawe_01475120030071_Arthatech
DC-WAN-RTR-02;Tunnel289;up;up;;10.148.147.6;Tunnel_MKK_SAHARJO
DC-WAN-RTR-02;Tunnel290;up;up;;10.147.22.6;Tunnel_PP_Dewan_Masjid_Indonesia
DC-WAN-RTR-02;Tunnel291;up;up;;10.101.105.6;Tunnel_PP_RS_MUH_Lamongan2
DC-WAN-RTR-02;Tunnel292;up;up;;10.82.39.6;Tunnel_PP_Masjid_Istiqlal
DC-WAN-RTR-02;Tunnel293;up;up;;10.100.39.10;Tunnel_PP_RS-MUH-LAMONGAN2
DC-WAN-RTR-02;Tunnel294;up;up;;10.80.140.6;Tunnel_PP_Yayasan_Teratai_Global
DC-WAN-RTR-02;Tunnel295;up;up;;10.82.33.6;Tunnel_PP_RS_Prima_Bekasi
DC-WAN-RTR-02;Tunnel296;up;up;;10.82.37.6;Tunnel_PP_DJP
DC-WAN-RTR-02;Tunnel297;up;up;;10.51.38.6;Tunnel_KK_PASIR_PANGARAIAN
DC-WAN-RTR-02;Tunnel298;up;up;;192.168.105.138;Tunnel_DIGILAB
DC-WAN-RTR-02;Tunnel299;up;up;;10.32.50.14;Tunnel_BRIS_MKK_TANJUNG_KARANG_via_arthatech
DC-WAN-RTR-02;Tunnel300;up;up;;10.82.9.14;Tunnel_BSI_KCP_BENHIL_via_arthatech
DC-WAN-RTR-02;Tunnel301;up;up;;10.82.41.6;Tunnel_PP_Ditjen-perbendaharaan
DC-WAN-RTR-02;Tunnel302;up;up;;10.16.115.6;Tunnel_PP_MALL_Publik_aceh
DC-WAN-RTR-02;Tunnel304;up;up;;10.147.24.6;Tunnel_PP_Sari-asih
DC-WAN-RTR-02;Tunnel305;up;up;;10.147.15.6;Tunnel_KCP_SOUTH_CITY
DC-WAN-RTR-02;Tunnel306;up;up;;10.82.18.2;Tunnel_KCP_KEMENRTIAN-BUMN-DANAREKSA
DC-WAN-RTR-02;Tunnel307;up;up;;10.16.45.2;Tunnel_KCP_BLANG_LANCANG
DC-WAN-RTR-02;Tunnel308;up;up;;10.17.67.10;Tunnel_KCP_INDRA_MAKMU
DC-WAN-RTR-02;Tunnel309;up;up;;10.99.31.6;Tunnel_KCP_MALANG_FIB_UB
DC-WAN-RTR-02;Tunnel310;up;up;;10.82.42.6;Tunnel_PP_Kemenkeu
DC-WAN-RTR-02;Tunnel320;up;up;;10.132.40.6;Tunnel_PP_JIH_YOGYA
DC-WAN-RTR-02;Tunnel321;up;up;;10.101.97.6;Tunnel_KFF_RSI_Jemur_via_arthatech
DC-WAN-RTR-02;Tunnel322;up;up;;10.132.46.6;Tunnel_PP_UNIV_AISYIYAH_YOGYAKARTA
DC-WAN-RTR-02;Tunnel323;up;up;;10.147.5.10;Tunnel_KC_Pondok_Indah
DC-WAN-RTR-02;Tunnel324;up;up;;10.16.111.6;Tunnel_KFF_BANDA-ACEH_TASPEN
DC-WAN-RTR-02;Tunnel325;up;up;;10.17.114.6;Tunnel_KFF_LHOKSEUMAWE_TASPEN
DC-WAN-RTR-02;Tunnel326;up;up;;10.128.24.6;Tunnel_PP-RSU-PKU-MUHAMMADIYAH-GOMBONG
DC-WAN-RTR-02;Tunnel327;up;up;;10.129.34.6;Tunnel_KFO_DR_KARIADI_SEMARANG
DC-WAN-RTR-02;Tunnel328;up;up;;10.18.15.6;Tunnel_KCP-BLANGKEJEREN-1
DC-WAN-RTR-02;Tunnel329;up;up;;10.101.102.6;Tunnel_KFF_QOMARUDDIN_BUNGAH
DC-WAN-RTR-02;Tunnel330;up;up;;10.50.21.6;TUnnel_KFO_MEDAN_IMIGRASI
DC-WAN-RTR-02;Tunnel331;up;up;;10.128.23.6;TUnnel_KFF_SD_02_AL_IRSYAD_PURWOKERTO
DC-WAN-RTR-02;Tunnel332;up;up;;10.82.43.6;Tunnel_MKK_THAMRIN
DC-WAN-RTR-02;Tunnel333;up;up;;10.16.112.6;Tunnel_KFF_MEULABOH
DC-WAN-RTR-02;Tunnel334;up;up;;10.98.30.6;Tunnel_KFF_UNIV_KADIRI
DC-WAN-RTR-02;Tunnel335;up;up;;10.98.31.6;Tunnel_KFF_PONPES_AL_MAHRUSIYAH
DC-WAN-RTR-02;Tunnel336;up;up;;10.98.27.6;Tunnel_KFF_KEDIRI_PGTKSD_PLUS_RAHMAT
DC-WAN-RTR-02;Tunnel337;up;up;;10.64.226.6;Tunnel_MKK_JAKARTA_BARAT
DC-WAN-RTR-02;Tunnel338;up;up;;10.144.39.10;Tunnel_KCP_BOGOR_CIOMAS
DC-WAN-RTR-02;Tunnel339;up;up;;10.128.26.6;Tunnel_KFF_AL_IRSYAD_PURWOKERTO
DC-WAN-RTR-02;Tunnel340;up;up;;10.64.227.6;Tunnel_KFF_JKT_RS_PELNI
DC-WAN-RTR-02;Tunnel341;up;up;;10.99.37.6;Tunnel_KEMENAG_KOTA_MALANG
DC-WAN-RTR-02;Tunnel342;up;up;;10.176.154.6;Tunnel_MKK_MAKASSAR
DC-WAN-RTR-02;Tunnel343;up;up;;10.99.38.6;Tunnel_KEMENAG_KAB_MALANG
DC-WAN-RTR-02;Tunnel344;up;up;;10.82.44.6;Tunnel_MKK_THAMRIN_2
DC-WAN-RTR-02;Tunnel345;up;up;;10.129.40.6;Tunnel_KFF_SEMARANG_UIN_WALISONGO
DC-WAN-RTR-02;Tunnel346;up;up;;10.97.25.6;Tunnel_KFF_SITUBONDO_PONPES_SALAFIYAH_SYAFI'IYAH_SUKOREJO
DC-WAN-RTR-02;Tunnel347;up;up;;10.16.117.6;Tunnel_UMKM_ACEH
DC-WAN-RTR-02;Tunnel348;up;up;;10.65.13.6;Tunnel_KCP_PELINDO
DC-WAN-RTR-02;Tunnel349;up;up;;10.17.31.14;Tunnel_KCP_IDI_RAYEUK_3
DC-WAN-RTR-02;Tunnel350;up;up;;10.129.35.10;Tunnel_KFF_SEMARANG_DIPONEGORO
DC-WAN-RTR-02;Tunnel351;up;up;;10.100.56.6;Tunnel_MKK_SURABAYA_DARMO
DC-WAN-RTR-02;Tunnel352;up;up;;10.16.118.6;Tunnel_MKK_ACEH_DIPONEGORO
DC-WAN-RTR-02;Tunnel353;up;up;;10.49.24.6;Tunnel_KFF_UNIVERSITAS_MUHAMMADIYAH_MEDAN
DC-WAN-RTR-02;Tunnel354;up;up;;10.18.27.14;Tunnel_KCP_KUALA_BATEE
DC-WAN-RTR-02;Tunnel355;up;up;;10.147.0.6;Tunnel_KCP_JAKARTA_PONDOK_LABU
DC-WAN-RTR-02;Tunnel356;up;up;;10.18.31.14;Tunnel_KCP_LAWE_SIGALA_GALA
DC-WAN-RTR-02;Tunnel357;up;up;;10.144.43.6;Tunnel_MKK_BOGOR
DC-WAN-RTR-02;Tunnel358;up;up;;10.36.31.6;Tunnel_MKK_MUKOMUKO
DC-WAN-RTR-02;Tunnel359;up;up;;10.176.142.6;Tunnel_KC_MAKASSAR_CPI_VIA_ARTATECH
DC-WAN-RTR-02;Tunnel360;up;up;;10.176.143.6;Tunnel_KC_MAKASSAR_CPI_PRIORITAS_VIA_ARTATECH
DC-WAN-RTR-02;Tunnel361;up;up;;10.112.76.6;Tunnel_MKK_BANDUNG_ASIA_AFRIKA
DC-WAN-RTR-02;Tunnel362;up;up;;10.112.78.6;Tunnel_MKK_BANDUNG_SUNIARAJA
DC-WAN-RTR-02;Tunnel363;up;up;;10.81.31.6;Tunnel_JAKARTA_DUREN_SAWIT
DC-WAN-RTR-02;Tunnel364;up;up;;10.67.39.6;Tunnel_TANGGERANG_CISOKA
DC-WAN-RTR-02;Tunnel365;up;up;;10.97.35.6;Tunnel_MKK_Banyuwangi
